LOCATION_ID,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,COUNTY,COUNTRY,LOCATION_SOURCE_VALUE,LATITUDE,LONGITUDE
417, ,NA,Jeonju-si,Jeollabuk-do,549,NA,South Korea,549,35.8399399,127.131129
418, ,NA,Jeonju-si,Jeollabuk-do,550,NA,South Korea,550,35.8486741,127.2003295
419,Wansan-gu,NA,Jeonju-si,Jeollabuk-do,551,NA,South Korea,551,35.804977,127.1727738
420, ,NA,Jinan-gun,Jeollabuk-do,554,NA,South Korea,554,35.8710154,127.6013636
421, ,NA,Muju-gun,Jeollabuk-do,555,NA,South Korea,555,35.9684,127.6514315
422, ,NA,Namwon-si,Jeollabuk-do,557,NA,South Korea,557,35.4520377,127.4132771
423, ,NA,Namwon-si,Jeollabuk-do,558,NA,South Korea,558,35.3942988,127.3765205
424, ,NA,Sunchang-gun,Jeollabuk-do,560,NA,South Korea,560,35.4294264,127.0865578
425, ,NA,Boseong-gun,Jeollanam-do,594,NA,South Korea,594,34.8005718,127.1571219
426, ,NA,Damyang-gun,Jeollanam-do,573,NA,South Korea,573,35.2096302,126.9953563
427, ,NA,Gangjin-gun,Jeollanam-do,592,NA,South Korea,592,34.6499456,126.7744398
428, ,NA,Goheung-gun,Jeollanam-do,595,NA,South Korea,595,34.6048191,127.2385632
429, ,NA,Gokseong-gun,Jeollanam-do,575,NA,South Korea,575,35.2603453,127.1575743
430, ,NA,Gurye-gun,Jeollanam-do,576,NA,South Korea,576,35.1786928,127.5440916
431, ,NA,Gwangyang-si,Jeollanam-do,577,NA,South Korea,577,34.9794922,127.5764586
432, ,NA,Gwangyang-si,Jeollanam-do,578,NA,South Korea,578,34.9386939,127.7332878
433, ,NA,Haenam-gun,Jeollanam-do,590,NA,South Korea,590,34.6546153,126.5970914
434, ,NA,Hampyeong-gun,Jeollanam-do,571,NA,South Korea,571,35.1033412,126.5721112
435, ,NA,Hwasun-gun,Jeollanam-do,581,NA,South Korea,581,34.9853772,127.0922246
436, ,NA,Jangheung-gun,Jeollanam-do,593,NA,South Korea,593,34.5654112,126.9999075
437, ,NA,Jangseong-gun,Jeollanam-do,572,NA,South Korea,572,35.2526448,126.793333
438, ,NA,Jindo-gun,Jeollanam-do,589,NA,South Korea,589,34.4970827,126.3228259
439, ,NA,Mokpo-si,Jeollanam-do,586,NA,South Korea,586,34.8377056,126.4291678
440, ,NA,Mokpo-si,Jeollanam-do,587,NA,South Korea,587,34.7855283,126.3819714
441, ,NA,Muan-gun,Jeollanam-do,585,NA,South Korea,585,34.9530168,126.3455542
442, ,NA,Naju-si,Jeollanam-do,582,NA,South Korea,582,35.0284097,126.7189646
443, ,NA,Naju-si,Jeollanam-do,583,NA,South Korea,583,34.9235373,126.6424945
444, ,NA,Sinan-gun,Jeollanam-do,588,NA,South Korea,588,34.689373,125.981257
445, ,NA,Suncheon-si,Jeollanam-do,579,NA,South Korea,579,34.9797083,127.4823983
446, ,NA,Suncheon-si,Jeollanam-do,580,NA,South Korea,580,34.9095277,127.5016519
447, ,NA,Wando-gun,Jeollanam-do,591,NA,South Korea,591,34.4305438,126.8168346
448, ,NA,Yeongam-gun,Jeollanam-do,584,NA,South Korea,584,34.764788,126.6360464
449, ,NA,Yeonggwang-gun,Jeollanam-do,570,NA,South Korea,570,35.215752,126.4283476
450, ,NA,Yeosu-si,Jeollanam-do,596,NA,South Korea,596,34.8139118,127.7195854
451, ,NA,Yeosu-si,Jeollanam-do,597,NA,South Korea,597,34.712478,127.7279139
452,Jung-gu,NA,Incheon,,224,NA,South Korea,224,37.48623,126.5411
